task,precision,recall,f1,number,accuracy,validation_corpus,validation_duration,language,corpus,subset,tokens,sentences,model_id,model_languages,model_corpora
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-pt_validation.feather,421.542031,pt,wikiann,wikiann-pt.bio,160570,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.5552513201642871,0.33997964193760855,0.4217328332157314,16701.0,,ner_study/corpora/wikiann/wikiann-pt_validation.feather,421.542031,pt,wikiann,wikiann-pt.bio,160570,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.5967501414099862,0.7723793677204659,0.6733000696217221,15025.0,,ner_study/corpora/wikiann/wikiann-pt_validation.feather,421.542031,pt,wikiann,wikiann-pt.bio,160570,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.49865284974093266,0.5836264402668284,0.5378038558256497,,0.6854128183819678,ner_study/corpora/wikiann/wikiann-pt_validation.feather,421.542031,pt,wikiann,wikiann-pt.bio,160570,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.6444091360476664,0.4717496874000407,0.5447250016788664,34389.0,,ner_study/corpora/wikiann/wikiann-ca_validation.feather,420.996001,ca,wikiann,wikiann-ca.bio,152634,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-ca_validation.feather,420.996001,ca,wikiann,wikiann-ca.bio,152634,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.43461849555136156,0.44612546125461255,0.4402968088496382,10840.0,,ner_study/corpora/wikiann/wikiann-ca_validation.feather,420.996001,ca,wikiann,wikiann-ca.bio,152634,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.6714320476943667,0.7619080491509044,0.713814512999612,14486.0,,ner_study/corpora/wikiann/wikiann-ca_validation.feather,420.996001,ca,wikiann,wikiann-ca.bio,152634,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.5172686102918661,0.5374863937034245,0.527183732466082,,0.6900442085222414,ner_study/corpora/wikiann/wikiann-ca_validation.feather,420.996001,ca,wikiann,wikiann-ca.bio,152634,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.6283634628005489,0.6744796669868716,0.650605386706202,31230.0,,ner_study/corpora/wikiann/wikiann-de_validation.feather,422.017884,de,wikiann,wikiann-de.bio,247528,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-de_validation.feather,422.017884,de,wikiann,wikiann-de.bio,247528,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.6935249709639953,0.3718522554781458,0.4841267830449213,25693.0,,ner_study/corpora/wikiann/wikiann-de_validation.feather,422.017884,de,wikiann,wikiann-de.bio,247528,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.7734567102368319,0.7708628917838256,0.7721576227390181,15506.0,,ner_study/corpora/wikiann/wikiann-de_validation.feather,422.017884,de,wikiann,wikiann-de.bio,247528,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.5838041689522765,0.5877618081155338,0.5857763039305396,,0.8423890345337715,ner_study/corpora/wikiann/wikiann-de_validation.feather,422.017884,de,wikiann,wikiann-de.bio,247528,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.2633857572009189,0.3244979045338268,0.2907654417323027,18373.0,,ner_study/corpora/wikiann/wikiann-zh_validation.feather,427.617181,zh,wikiann,wikiann-zh.bio,521445,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-zh_validation.feather,427.617181,zh,wikiann,wikiann-zh.bio,521445,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.24727722772277227,0.05051066841945596,0.0838861365353934,19778.0,,ner_study/corpora/wikiann/wikiann-zh_validation.feather,427.617181,zh,wikiann,wikiann-zh.bio,521445,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.3494600978572634,0.42756876709500957,0.38458860392247884,19377.0,,ner_study/corpora/wikiann/wikiann-zh_validation.feather,427.617181,zh,wikiann,wikiann-zh.bio,521445,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.29413693978739414,0.26501877346683356,0.2788196889201818,,0.7285365003375397,ner_study/corpora/wikiann/wikiann-zh_validation.feather,427.617181,zh,wikiann,wikiann-zh.bio,521445,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.5601242164586808,0.6580858754771798,0.6051662809301169,29601.0,,ner_study/corpora/wikiann/wikiann-fr_validation.feather,420.932533,fr,wikiann,wikiann-fr.bio,171850,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-fr_validation.feather,420.932533,fr,wikiann,wikiann-fr.bio,171850,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.5598448792526001,0.3240155070393797,0.41046849757673665,19604.0,,ner_study/corpora/wikiann/wikiann-fr_validation.feather,420.932533,fr,wikiann,wikiann-fr.bio,171850,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.7181020935773306,0.7908223078211355,0.7527098831030818,17913.0,,ner_study/corpora/wikiann/wikiann-fr_validation.feather,420.932533,fr,wikiann,wikiann-fr.bio,171850,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.5428241840265997,0.5959355165529366,0.5681413038074473,,0.6952133814917417,ner_study/corpora/wikiann/wikiann-fr_validation.feather,420.932533,fr,wikiann,wikiann-fr.bio,171850,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.8574739281575898,0.8380520951302378,0.847651775486827,883.0,,ner_study/corpora/cnec/named_ent_etest.feather,14.738798,cs,cnec2.0,named_ent_etest,20146,899,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.7931960608773501,0.7401837928153717,0.7657735522904062,1197.0,,ner_study/corpora/cnec/named_ent_etest.feather,14.738798,cs,cnec2.0,named_ent_etest,20146,899,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.7244094488188977,0.7807637906647807,0.7515316541865215,707.0,,ner_study/corpora/cnec/named_ent_etest.feather,14.738798,cs,cnec2.0,named_ent_etest,20146,899,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.8914873713751169,0.925242718446602,0.9080514530728918,1030.0,,ner_study/corpora/cnec/named_ent_etest.feather,14.738798,cs,cnec2.0,named_ent_etest,20146,899,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.8215691419574914,0.8202777050039298,0.8209229155742004,,0.9610126288958406,ner_study/corpora/cnec/named_ent_etest.feather,14.738798,cs,cnec2.0,named_ent_etest,20146,899,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.6672082141928776,0.7491426486683692,0.7058055202282335,27410.0,,ner_study/corpora/wikiann/wikiann-nl_validation.feather,422.136946,nl,wikiann,wikiann-nl.bio,211184,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-nl_validation.feather,422.136946,nl,wikiann,wikiann-nl.bio,211184,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.6892152658662093,0.3570476507830723,0.4704031608985147,18006.0,,ner_study/corpora/wikiann/wikiann-nl_validation.feather,422.136946,nl,wikiann,wikiann-nl.bio,211184,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.7874753688662469,0.7966645597316089,0.7920433122250687,20567.0,,ner_study/corpora/wikiann/wikiann-nl_validation.feather,422.136946,nl,wikiann,wikiann-nl.bio,211184,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.5929877840248423,0.6569570950093205,0.623335538235886,,0.820093786492055,ner_study/corpora/wikiann/wikiann-nl_validation.feather,422.136946,nl,wikiann,wikiann-nl.bio,211184,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.5370465434633812,0.6395964948033421,0.5838526648683842,19628.0,,ner_study/corpora/wikiann/wikiann-es_validation.feather,420.492578,es,wikiann,wikiann-es.bio,161715,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-es_validation.feather,420.492578,es,wikiann,wikiann-es.bio,161715,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.5009883198562444,0.31797445255474455,0.38903230307681574,17536.0,,ner_study/corpora/wikiann/wikiann-es_validation.feather,420.492578,es,wikiann,wikiann-es.bio,161715,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.6628386137945012,0.7671018685012899,0.7111690947307386,12791.0,,ner_study/corpora/wikiann/wikiann-es_validation.feather,420.492578,es,wikiann,wikiann-es.bio,161715,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.48026813337916807,0.5593434090681614,0.5167984463864613,,0.7059452721004679,ner_study/corpora/wikiann/wikiann-es_validation.feather,420.492578,es,wikiann,wikiann-es.bio,161715,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.36402210380895994,0.5256857855361596,0.43016645774422063,14035.0,,ner_study/corpora/wikiann/wikiann-en_validation.feather,421.282534,en,wikiann,wikiann-en.bio,205018,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-en_validation.feather,421.282534,en,wikiann,wikiann-en.bio,205018,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.5621743525935142,0.26364929428498485,0.3589552609364914,27419.0,,ner_study/corpora/wikiann/wikiann-en_validation.feather,421.282534,en,wikiann,wikiann-en.bio,205018,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.6533022533022533,0.7677603944725148,0.705921862756073,16427.0,,ner_study/corpora/wikiann/wikiann-en_validation.feather,421.282534,en,wikiann,wikiann-en.bio,205018,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.42705849127651563,0.4702579430210259,0.4476183428303609,,0.6759388315218291,ner_study/corpora/wikiann/wikiann-en_validation.feather,421.282534,en,wikiann,wikiann-en.bio,205018,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.7564389697648376,0.7621357854060306,0.7592766920039903,35453.0,,ner_study/corpora/wikiann/wikiann-fi_validation.feather,422.536146,fi,wikiann,wikiann-fi.bio,208477,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-fi_validation.feather,422.536146,fi,wikiann,wikiann-fi.bio,208477,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.6286853724540664,0.39717460745939626,0.4868069149962778,22227.0,,ner_study/corpora/wikiann/wikiann-fi_validation.feather,422.536146,fi,wikiann,wikiann-fi.bio,208477,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.7536071523413296,0.8373248094418491,0.7932632952083672,20335.0,,ner_study/corpora/wikiann/wikiann-fi_validation.feather,422.536146,fi,wikiann,wikiann-fi.bio,208477,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.6352801239922625,0.677754278023457,0.6558302221450455,,0.8441074594707823,ner_study/corpora/wikiann/wikiann-fi_validation.feather,422.536146,fi,wikiann,wikiann-fi.bio,208477,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.29345904537418976,0.3789405029349953,0.3307661896101842,27598.0,,ner_study/corpora/wikiann/wikiann-ar_validation.feather,421.73161,ar,wikiann,wikiann-ar.bio,161749,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.0,0.0,0.0,0.0,,ner_study/corpora/wikiann/wikiann-ar_validation.feather,421.73161,ar,wikiann,wikiann-ar.bio,161749,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.3533081834010447,0.17490303117368194,0.23397713077736138,13922.0,,ner_study/corpora/wikiann/wikiann-ar_validation.feather,421.73161,ar,wikiann,wikiann-ar.bio,161749,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.482811698306824,0.6230871100647439,0.5440529341855909,13592.0,,ner_study/corpora/wikiann/wikiann-ar_validation.feather,421.73161,ar,wikiann,wikiann-ar.bio,161749,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.30864589955499044,0.38761068369865004,0.3436504616968566,,0.5881384559468069,ner_study/corpora/wikiann/wikiann-ar_validation.feather,421.73161,ar,wikiann,wikiann-ar.bio,161749,25000,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
LOC,0.8507462686567164,0.890625,0.8702290076335878,384.0,,ner_study/corpora/aqmar/aqmar_validation.feather,6.576946,ar,aqmar,aqmar,10417,404,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
MISC,0.782312925170068,0.7844474761255116,0.7833787465940054,733.0,,ner_study/corpora/aqmar/aqmar_validation.feather,6.576946,ar,aqmar,aqmar,10417,404,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
ORG,0.706766917293233,0.734375,0.7203065134099617,128.0,,ner_study/corpora/aqmar/aqmar_validation.feather,6.576946,ar,aqmar,aqmar,10417,404,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
PER,0.8638059701492538,0.8921001926782274,0.8777251184834123,519.0,,ner_study/corpora/aqmar/aqmar_validation.feather,6.576946,ar,aqmar,aqmar,10417,404,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
overall,0.8161683277962348,0.8356009070294784,0.8257703081232493,,0.9528932652565038,ner_study/corpora/aqmar/aqmar_validation.feather,6.576946,ar,aqmar,aqmar,10417,404,32872,"ar, ca, cs, de, en, es, fi, fr, hu, it, nl, pt, zh","ancora, aqmar, cnec2.0, conll, emerging, europeana, finer, germeval2014, harem, hipe, kind, nerkor, ontonotes, sonar"
